Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-03.png,3,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-04.png,4,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-05.png,5,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,dvdsbvsdAdopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mugdfbdfsb,vendor,type,"Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-01.png,1,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-02.png,2,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-03.png,3,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-04.png,4,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-05.png,5,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,dvdsbvsdAdopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mugdfbdfsb,vendor,type,"Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-01.png,1,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-02.png,2,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-03.png,3,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-04.png,4,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-05.png,5,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,dvdsbvsdAdorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mugdfbdfsb,vendor,type,"Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-01.png,1,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-02.png,2,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-03.png,3,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-04.png,4,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-05.png,5,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,dvdsbvsdAdulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mugdfbdfsb,vendor,type,"Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-01.png,1,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-02.png,2,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-03.png,3,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-04.png,4,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-05.png,5,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,Adventure Time Ice King Geo Tshirt Copy-Mug,dvdsbvsdAdventure Time Ice King Geo Tshirt Copy-Mugdfbdfsb,vendor,type,"Adventure Time Ice King Geo Tshirt Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-01.png,1,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-02.png,2,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-03.png,3,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-04.png,4,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-05.png,5,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,Adventure Time Sugar Zombies Tshirt-Mug,dvdsbvsdAdventure Time Sugar Zombies Tshirt-Mugdfbdfsb,vendor,type,"Adventure Time Sugar Zombies Tshirt-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-01.png,1,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-02.png,2,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-03.png,3,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-04.png,4,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-05.png,5,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,dvdsbvsdAfghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mugdfbdfsb,vendor,type,"Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-01.png,1,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-02.png,2,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-03.png,3,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-04.png,4,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-05.png,5,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Red,,15Oz,,100,1,,deny,manual,8,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Red,,13Oz,,100,1,,deny,manual,9,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Royal,,15Oz,,100,1,,deny,manual,20,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,Royal,,13Oz,,100,1,,deny,manual,22,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,dvdsbvsdAgility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mugdfbdfsb,vendor,type,"Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,asdasd",TRUE,Color,Blacksdfdf,Type,15Oz,,100,1,,deny,manual,12,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-01.png,1,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,Blacksdfdf,,13Oz,,100,1,,deny,manual,3,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-02.png,2,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,White,,15Oz,,100,1,,deny,manual,4,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-03.png,3,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,White,,13Oz,,100,1,,deny,manual,5,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-04.png,4,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,Navy,,15Oz,,100,1,,deny,manual,6,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-05.png,5,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,Navy,,13Oz,,100,1,,deny,manual,7,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,g,,,active
